S.No.,transformer,Date & Time Stamp,V(R),V(Y),V(B),VRB,VRY,VYB,I(R),I(Y),I(B),kW,kVA,PF(R),PF(Y),PF(B),THD(V-R),THD(V-Y),THD(V-B),THD(I-R),THD(I-Y),THD(I-B),FREQUENCY,Frwd.kWh,REV.ACTENERGY,FRWD.APPENERGY,FRWD.REACTENERGY,kVA-R,kVA-Y,kVA-B,KVAH.FWD,KVAH.REV,kVAr-R,KVARH.LAG.FWD,KVARH.LAG.REV,KVARH.LEAD.FWD,KVARH.LEAD.REV,kVAr-Y,kVAr-B,kWH-Fwd,KWH.REV,kW-R,kW-Y,kW-B,kVA,REV.APPENERGY,REV.REACTENERGY,TOT.kVAh,TOT.KVARH.LEG,TOT.kWh/Fwd.kWh/Active Energy Sent Out,,TEMP4,TOT.KVAH,TOT.KVARH.LEG,TOT.KWH
1,SNO1000005,16-09-2022 00:00,239.8,237.5,236.6,82.6,108.9,118.8,72.82,73.1,1,0.99,0.99,1.4,1.3,1.6,1,1.1,0.7,419,408,413,50,"8,98,874.26",-,"9,11,626.03","1,38,91,631.00",3.26,"9,11,62,599.00",4,0.82,19.6,"1,38,91,631.00",3,"21,083.00","1,028.00",19.6,19.6,4.01,27.81,"8,98,87,409.00",-,19.65,25.37,2,8.09,4,3,9.63,6.52,10.24,652.68,"9,11,626.03","1,38,235.69","8,98,874.26"
2,SNO1000005,15-09-2022 23:57,239,237.3,236.2,82.5,105.8,111.2,69.86,70.5,1,1,0.98,1.3,1.6,1.7,1.07,1.09,0.72,419,408,413,50,"8,98,871.24",-,"9,11,622.98","1,38,91,595.00",2.62,"9,11,62,293.00",4,1.24,19.5,"1,38,91,595.00",3,"21,083.00","60,402.00",19.5,19.5,5.57,26.04,"8,98,87,107.00",-,19.53,24.29,1,9.43,4,3,7.64,4.88,8.5,652.68,"9,11,622.98","1,38,235.32","8,98,871.24"
3,SNO1000005,15-09-2022 23:55,238.7,236.4,236,99.7,125.1,132.8,83.49,84.1,1,0.99,0.98,1.6,1.3,1.3,1,1.02,0.64,416,406,412,50,"8,98,867.77",-,"9,11,619.47","1,38,91,549.00",3.44,"9,11,61,943.00",4,1.54,23.6,"1,38,91,549.00",3,"21,083.00","36,927.00",23.6,23.6,5.67,31.03,"8,98,86,760.00",-,23.62,28.84,2,10.64,4,3,4.04,3.19,4.65,652.5,"9,11,619.47","1,38,234.87","8,98,867.77"
4,SNO1000005,15-09-2022 23:52,238.3,236.6,235.9,94.8,108.8,121.6,75.96,76.5,1,1,0.98,1.5,1.2,1.4,0.95,1.14,0.68,417,406,411,50,"8,98,864.31",-,"9,11,615.99","1,38,91,506.00",2.29,"9,11,61,594.00",4,1.67,22.4,"1,38,91,506.00",3,"21,083.00","36,001.00",22.4,22.4,5.07,28.51,"8,98,86,414.00",-,22.4,25.05,1,9.02,4,3,7.53,5.9,7.78,652.6,"9,11,615.99","1,38,234.43","8,98,864.31"
5,SNO1000005,15-09-2022 23:50,238.4,235.6,236,117.8,119.2,103.4,79.56,80.1,1,1,0.98,1.4,1.4,1.2,0.81,1.05,0.69,418,405,411,50,"8,98,861.46",-,"9,11,613.11","1,38,91,472.00",2.2,"9,11,61,307.00",4,1.84,27.9,"1,38,91,472.00",3,"21,083.00","5,738.00",27.9,27.9,5.01,24.21,"8,98,86,129.00",-,27.89,27.46,1,9.05,4,3,7.53,5.9,7.78,652.6,"9,11,613.11","1,38,234.10","8,98,861.46"
6,SNO1000005,15-09-2022 23:47,238.3,235.7,235.5,100,105.2,122.8,76.41,77,1,0.99,0.98,1.3,1.3,1.4,1.05,1.17,0.81,415,405,411,50,"8,98,858.17",-,"9,11,609.80","1,38,91,437.00",3.82,"9,11,60,975.00",4,1.51,23.6,"1,38,91,437.00",3,"21,083.00","36,621.00",23.6,23.6,4.35,28.55,"8,98,85,800.00",-,23.64,24.22,2,9.69,4,3,11.65,7.67,12.29,652.89,"9,11,609.80","1,38,233.75","8,98,858.17"
7,SNO1000005,15-09-2022 23:45,237.4,235.6,234.9,91.9,110.4,103,70.96,71.5,1,0.99,0.98,1.7,1.4,1.6,0.92,1.07,0.72,415,404,410,49.9,"8,98,855.02",-,"9,11,606.61","1,38,91,395.00",2.65,"9,11,60,657.00",4,1.54,21.6,"1,38,91,395.00",3,"21,083.00","2,442.00",21.6,21.6,4.85,23.96,"8,98,85,485.00",-,21.63,25.38,2,9.04,4,3,12.12,7.77,12.81,652.74,"9,11,606.61","1,38,233.33","8,98,855.02"
8,SNO1000005,15-09-2022 23:42,237.2,234.9,235,109.7,114.3,109.6,77.53,78,1,1,0.98,1.6,1.5,1.6,0.89,1.11,0.68,416,403,410,49.9,"8,98,851.89",-,"9,11,603.46","1,38,91,357.00",2.48,"9,11,60,342.00",4,1.45,25.8,"1,38,91,357.00",3,"21,083.00","11,606.00",25.8,25.8,5.22,25.55,"8,98,85,172.00",-,25.84,26.14,1,9.15,4,3,7.52,4.89,8.28,652.68,"9,11,603.46","1,38,232.95","8,98,851.89"
9,SNO1000005,15-09-2022 23:39,237.6,235.3,234.4,96.3,111.5,124.9,77.44,77.8,1,0.99,0.99,1.2,1.5,1.4,0.96,1.07,0.76,415,402,412,50,"8,98,848.55",-,"9,11,600.09","1,38,91,318.00",3.77,"9,11,60,004.00",4,1.69,22.7,"1,38,91,318.00",3,"21,083.00","19,203.00",22.7,22.7,3.49,28.93,"8,98,84,838.00",-,22.68,25.83,1,8.95,4,3,6.95,4.55,7.74,652.62,"9,11,600.09","1,38,232.56","8,98,848.55"
10,SNO1000005,15-09-2022 23:37,236.8,235.2,234.9,99.9,115.6,112.6,76.28,76.8,1,0.99,0.99,1.3,1.2,1.5,0.93,1.04,0.65,414,403,410,50,"8,98,845.25",-,"9,11,596.76","1,38,91,279.00",3.69,"9,11,59,672.00",4,0.64,23.5,"1,38,91,279.00",3,"21,083.00","9,064.00",23.5,23.5,4.21,26.09,"8,98,84,508.00",-,23.5,26.7,2,8.54,4,3,4.54,4.15,4.79,652.42,"9,11,596.76","1,38,232.16","8,98,845.25"
11,SNO1000005,15-09-2022 23:34,236.9,234.7,235.2,112.4,128,113.6,82.41,82.9,1,0.99,0.99,1.4,1.5,1.6,0.83,1.08,0.61,413,402,410,50,"8,98,841.68",-,"9,11,593.17","1,38,91,238.00",2.88,"9,11,59,313.00",4,1.7,26.5,"1,38,91,238.00",3,"21,083.00","19,397.00",26.5,26.5,4.65,26.47,"8,98,84,151.00",-,26.45,29.48,2,9.23,4,3,9.77,7.21,10.04,652.76,"9,11,593.17","1,38,231.77","8,98,841.68"
12,SNO1000005,15-09-2022 23:32,236.4,234.5,234.3,114.3,114.4,110.8,78.64,79.2,1,0.99,0.99,1.7,1.2,1.8,0.78,1.17,0.74,414,402,409,49.9,"8,98,838.29",-,"9,11,589.75","1,38,91,197.00",3.48,"9,11,58,971.00",4,2.54,26.8,"1,38,91,197.00",3,"21,083.00","8,321.00",26.8,26.8,4.52,25.65,"8,98,83,812.00",-,26.77,26.23,2,10.55,4,3,14.53,9.42,15.06,652.94,"9,11,589.75","1,38,231.36","8,98,838.29"
13,SNO1000005,15-09-2022 23:29,235.6,234.1,234.3,126.8,131.2,116.2,86.89,87.4,1,1,0.99,1.5,1.3,1,0.71,1.08,0.66,414,402,409,50,"8,98,834.62",-,"9,11,586.05","1,38,91,153.00",2.61,"9,11,58,600.00",4,1.32,29.8,"1,38,91,153.00",3,"21,083.00","25,158.00",29.8,29.8,4.93,27.01,"8,98,83,445.00",-,29.78,30.11,2,8.86,4,3,10.52,6.55,11.36,652.83,"9,11,586.05","1,38,230.91","8,98,834.62"
14,SNO1000005,15-09-2022 23:27,235.9,234,234.2,119.6,108.1,122,81.05,81.5,1,0.99,0.99,1.1,1.5,1.6,0.74,1.12,0.64,412,402,409,50,"8,98,830.90",-,"9,11,582.30","1,38,91,111.00",4.52,"9,11,58,226.00",4,1.64,28,"1,38,91,111.00",3,"21,083.00","7,426.00",28,28,3.33,28.12,"8,98,83,073.00",-,28.04,24.89,2,9.5,4,3,4.6,4.09,4.93,652.52,"9,11,582.30","1,38,230.50","8,98,830.90"
15,SNO1000005,15-09-2022 23:24,235.7,234,233,135.3,129.6,132.3,91.56,92.5,1,0.99,0.98,1.8,0.8,1.7,0.7,1.1,0.62,413,402,408,50,"8,98,827.25",-,"9,11,578.61","1,38,91,063.00",4.54,"9,11,57,857.00",4,3.03,31.7,"1,38,91,063.00",3,"21,083.00","1,267.00",31.7,31.7,5.9,30.4,"8,98,82,708.00",-,31.63,29.54,1,13.46,4,3,9.17,7.08,9.32,652.64,"9,11,578.61","1,38,230.02","8,98,827.25"
16,SNO1000005,15-09-2022 23:21,234.9,233.7,232.4,133.5,147,127.2,94.01,94.7,1,0.99,0.98,1.6,1.5,1.7,0.76,0.96,0.69,411,400,406,50,"8,98,823.26",-,"9,11,574.59","1,38,91,011.00",3.24,"9,11,57,454.00",4,2.77,31.2,"1,38,91,011.00",3,"21,083.00","58,937.00",31.2,31.2,6.07,29.28,"8,98,82,309.00",-,31.12,33.62,2,12.08,4,3,13.15,9.08,13.54,652.95,"9,11,574.59","1,38,229.49","8,98,823.26"
17,SNO1000005,15-09-2022 23:19,235.5,232.8,232.6,115.6,152.1,143.3,94.48,95.4,1,0.98,0.99,1.2,1.3,1.4,0.83,0.94,0.76,412,400,405,50,"8,98,819.76",-,"9,11,571.05","1,38,90,960.00",5.97,"9,11,57,100.00",4,2.3,27,"1,38,90,960.00",3,"21,083.00","24,525.00",27,27,5.46,32.7,"8,98,81,959.00",-,27,34.79,2,13.74,4,3,13.15,9.08,13.54,652.95,"9,11,571.05","1,38,228.98","8,98,819.76"
18,SNO1000005,15-09-2022 23:16,235.2,233.2,232.3,141.4,128.8,130.6,92.14,93.1,1,0.98,0.99,1.3,1.5,1.5,0.81,1.13,0.67,412,401,406,50,"8,98,815.87",-,"9,11,567.11","1,38,90,908.00",5.76,"9,11,56,707.00",4,1.45,33.1,"1,38,90,908.00",3,"21,083.00","30,072.00",33.1,33.1,5.13,29.69,"8,98,81,570.00",-,33.08,29.37,2,12.34,4,3,15.07,10.13,15.46,652.92,"9,11,567.11","1,38,228.46","8,98,815.87"
19,SNO1000005,15-09-2022 23:14,234.9,233.9,231.4,111.3,131.7,133.8,86.29,87.4,1,0.97,0.99,1.4,1.6,1.4,0.87,0.93,0.59,410,398,407,50,"8,98,812.03",-,"9,11,563.23","1,38,90,855.00",6.94,"9,11,56,319.00",4,0.9,26,"1,38,90,855.00",3,"21,083.00","6,508.00",26,26,5.16,30.1,"8,98,81,186.00",-,26.01,30.18,2,13,4,3,13.93,9,14.57,652.97,"9,11,563.23","1,38,227.93","8,98,812.03"
20,SNO1000005,15-09-2022 23:11,235.1,232.4,232,101.9,157.2,131.2,89.83,90.4,0.99,0.99,0.99,1.1,1.8,1.6,0.78,0.8,0.67,410,402,403,50,"8,98,808.28",-,"9,11,559.44","1,38,90,803.00",4,"9,11,55,939.00",4,2.65,23.8,"1,38,90,803.00",3,"21,083.00","40,930.00",23.8,23.8,4.53,30.07,"8,98,80,811.00",-,23.69,36.07,2,11.18,4,3,10.91,7.31,11.53,652.79,"9,11,559.44","1,38,227.41","8,98,808.28"
21,SNO1000005,15-09-2022 23:09,234.5,231.6,231.9,128.5,137,132,91.18,92,1,0.98,0.99,1.2,1.7,1.4,0.75,0.99,0.67,410,398,404,49.9,"8,98,804.16",-,"9,11,555.28","1,38,90,748.00",5.46,"9,11,55,524.00",4,1.91,30,"1,38,90,748.00",3,"21,083.00","48,102.00",30,30,4.67,30.03,"8,98,80,399.00",-,29.95,31.19,1,12.05,4,3,8.56,6.26,9,652.68,"9,11,555.28","1,38,226.87","8,98,804.16"
22,SNO1000005,15-09-2022 23:06,233.8,232.6,230.1,112,123.6,152.1,88.14,89.3,1,0.98,0.98,1.2,1.3,1.1,0.82,1.09,0.64,402,398,404,49.9,"8,98,800.38",-,"9,11,551.46","1,38,90,697.00",7.51,"9,11,55,142.00",4,2.61,26,"1,38,90,697.00",3,"21,083.00",105,26,26,4.99,34.08,"8,98,80,021.00",-,25.95,28.11,2,15.11,4,3,11.48,7.84,12.01,652.79,"9,11,551.46","1,38,226.36","8,98,800.38"
23,SNO1000005,15-09-2022 23:04,234.2,230.7,230.9,130.3,174.7,133.5,100.26,101,1,0.99,0.98,0.6,0.9,0.9,0.74,0.95,0.6,407,395,404,49.9,"8,98,796.35",-,"9,11,547.39","1,38,90,638.00",3.55,"9,11,54,734.00",4,1.63,30.3,"1,38,90,638.00",3,"21,083.00","34,381.00",30.3,30.3,7.44,30.53,"8,98,79,618.00",-,30.36,39.38,2,12.62,4,3,9.88,6.91,10.39,652.78,"9,11,547.39","1,38,225.77","8,98,796.35"
24,SNO1000005,15-09-2022 23:01,234.3,231.7,230.2,110.7,148.8,127.8,88.32,89.3,1,0.99,0.98,1.1,1.5,1.3,0.82,1.02,0.71,409,398,403,50,"8,98,792.22",-,"9,11,543.21","1,38,90,586.00",4.52,"9,11,54,317.00",4,0.43,25.8,"1,38,90,586.00",3,"21,083.00","58,332.00",25.8,25.8,6.93,28.96,"8,98,79,205.00",-,25.8,33.56,2,11.88,4,3,10.61,7.51,11,652.83,"9,11,543.21","1,38,225.24","8,98,792.22"
25,SNO1000005,15-09-2022 22:58,233.8,230.7,231,116.6,147.6,146,93.73,94.5,1,0.99,0.99,1.8,1.5,1.5,0.8,1.02,0.59,407,396,403,50,"8,98,788.35",-,"9,11,539.30","1,38,90,530.00",5.45,"9,11,53,925.00",4,2.28,27.1,"1,38,90,530.00",3,"21,083.00","61,728.00",27.1,27.1,4.91,33.19,"8,98,78,818.00",-,27.05,33.49,2,12.64,4,3,11.95,7.75,12.61,652.85,"9,11,539.30","1,38,224.70","8,98,788.35"
26,SNO1000005,15-09-2022 22:56,233.4,230.8,229.9,145.3,152.7,140.7,100.07,100.8,1,0.99,0.99,1.3,1.6,1.6,0.67,1.12,0.65,407,396,401,50,"8,98,784.15",-,"9,11,535.05","1,38,90,470.00",4.82,"9,11,53,501.00",4,2.79,33.7,"1,38,90,470.00",3,"21,083.00","24,770.00",33.7,33.7,5.65,31.88,"8,98,78,398.00",-,33.68,34.51,1,13.26,4,3,6.64,5.06,7.06,652.71,"9,11,535.05","1,38,224.11","8,98,784.15"
27,SNO1000005,15-09-2022 22:53,233.6,231.2,230.5,120.8,141,134.3,90.72,91.1,1,0.99,0.99,1.3,1.4,1.1,0.78,1.24,0.67,408,395,405,50,"8,98,779.97",-,"9,11,530.84","1,38,90,419.00",3.53,"9,11,53,080.00",4,1.42,28,"1,38,90,419.00",3,"21,083.00","27,664.00",28,28,4.51,30.65,"8,98,77,980.00",-,28.06,32,1,9.46,4,3,9.33,6.66,9.77,652.69,"9,11,530.84","1,38,223.60","8,98,779.97"
28,SNO1000005,15-09-2022 22:51,233.6,230.8,230.1,115.8,137.9,136.5,88.99,89.6,1,0.98,0.99,1.5,1.3,1,0.77,1.23,0.72,406,396,402,50,"8,98,776.05",-,"9,11,526.89","1,38,90,375.00",5.64,"9,11,52,684.00",4,1.53,26.9,"1,38,90,375.00",3,"21,083.00","14,261.00",26.9,26.9,3.58,30.77,"8,98,77,588.00",-,26.88,31.33,2,10.75,4,3,9.65,6.9,10.05,652.81,"9,11,526.89","1,38,223.16","8,98,776.05"
29,SNO1000005,15-09-2022 22:48,232.7,230.9,229.9,154.4,136.8,122,94.21,95,1,0.98,0.99,0.8,1.5,1.1,0.66,1.21,0.79,407,396,401,50,"8,98,772.91",-,"9,11,523.72","1,38,90,337.00",4.96,"9,11,52,367.00",4,2.18,35.8,"1,38,90,337.00",3,"21,083.00","15,857.00",35.8,35.8,4.53,27.49,"8,98,77,274.00",-,35.75,30.98,2,11.67,4,3,9.65,6.9,10.05,652.81,"9,11,523.72","1,38,222.78","8,98,772.91"
30,SNO1000005,15-09-2022 22:46,233.1,229.9,229.8,127.1,148.2,139.2,94.51,95.1,1,0.99,0.99,2.1,1.5,1.1,1.37,1.14,0.71,406,396,400,50,"8,98,768.79",-,"9,11,519.57","1,38,90,288.00",5.23,"9,11,51,953.00",4,2.03,29.5,"1,38,90,288.00",3,"21,083.00","48,105.00",29.5,29.5,3.98,31.45,"8,98,76,862.00",-,29.48,33.58,2,11.24,4,3,13.22,8.67,13.77,652.88,"9,11,519.57","1,38,222.28","8,98,768.79"
31,SNO1000005,15-09-2022 22:43,233,230.9,228.8,135.7,132.4,143.5,93.73,94.4,1,0.99,0.99,1.3,1.6,1.6,0.85,1.07,0.63,407,394,402,50,"8,98,764.78",-,"9,11,515.52","1,38,90,243.00",5.41,"9,11,51,548.00",4,1.89,31.4,"1,38,90,243.00",3,"21,083.00","48,736.00",31.4,31.4,4.66,32.29,"8,98,76,460.00",-,31.44,30,2,11.96,4,3,10.53,6.97,11.19,652.88,"9,11,515.52","1,38,221.83","8,98,764.78"
32,SNO1000005,15-09-2022 22:41,233.6,230.1,230,137.9,142.3,119.4,91.07,91.8,1,0.99,0.99,1.6,1.9,1.6,0.72,1.06,0.73,406,396,402,50,"8,98,760.81",-,"9,11,511.52","1,38,90,191.00",4.65,"9,11,51,148.00",4,2.41,32,"1,38,90,191.00",3,"21,083.00","60,660.00",32,32,5.18,26.96,"8,98,76,064.00",-,32,32.12,2,12.24,4,3,11.74,8.13,12.13,652.71,"9,11,511.52","1,38,221.31","8,98,760.81"
33,SNO1000005,15-09-2022 22:38,233.2,230.7,229.4,128.6,143.7,129.9,91.91,92.3,1,0.99,0.99,1.6,1.5,1.5,0.86,1.07,0.67,406,396,401,50,"8,98,756.76",-,"9,11,507.44","1,38,90,148.00",4.28,"9,11,50,740.00",4,1.48,29.8,"1,38,90,148.00",3,"21,083.00","7,633.00",29.8,29.8,3.78,29.38,"8,98,75,659.00",-,29.82,32.71,2,9.54,4,3,11.66,7.64,12.31,652.91,"9,11,507.44","1,38,220.88","8,98,756.76"
34,SNO1000005,15-09-2022 22:36,233.4,230.7,229,99.8,149.1,145.8,89.85,90.5,1,0.99,0.99,1.6,1.7,1.7,0.91,1.16,0.63,406,396,401,50,"8,98,752.80",-,"9,11,503.45","1,38,90,104.00",5.26,"9,11,50,341.00",4,1.46,23.1,"1,38,90,104.00",3,"21,083.00","41,222.00",23.1,23.1,4.55,32.89,"8,98,75,262.00",-,23.12,33.84,1,11.26,4,3,8.8,6.11,9.41,652.75,"9,11,503.45","1,38,220.45","8,98,752.80"
35,SNO1000005,15-09-2022 22:33,233.2,230.2,229,113.6,152.1,160.8,96.85,97.6,1,0.99,0.99,1.8,1.8,1.6,0.88,1.14,1.01,406,396,401,50,"8,98,748.61",-,"9,11,499.22","1,38,90,045.00",6.17,"9,11,49,917.00",4,1.95,26.3,"1,38,90,045.00",3,"21,083.00","58,231.00",26.3,26.3,4.94,36.17,"8,98,74,844.00",-,26.29,34.39,1,13.06,4,3,9.56,7.13,9.79,652.67,"9,11,499.22","1,38,219.85","8,98,748.61"
36,SNO1000005,15-09-2022 22:30,232.7,229.9,229.3,108.4,166,140.4,94.3,95,1,0.99,0.99,1.5,2,1.3,0.87,1.1,0.78,405,395,400,50,"8,98,744.42",-,"9,11,494.99","1,38,89,990.00",4.81,"9,11,49,495.00",4,2.25,25.1,"1,38,89,990.00",3,"21,083.00","20,137.00",25.1,25.1,4.92,31.72,"8,98,74,425.00",-,25,37.59,2,11.98,4,3,12.17,7.88,12.82,652.88,"9,11,494.99","1,38,219.31","8,98,744.42"
37,SNO1000005,15-09-2022 22:28,232.7,229,230,111,155.5,138.8,92.26,92.7,1,0.99,0.99,1.7,1.7,1.4,0.89,1.13,0.64,406,395,401,50,"8,98,740.31",-,"9,11,490.86","1,38,89,942.00",3.78,"9,11,49,081.00",4,2.15,25.6,"1,38,89,942.00",3,"21,083.00","22,723.00",25.6,25.6,4.39,31.59,"8,98,74,014.00",-,25.59,35.07,1,10.32,4,3,8.36,5.48,9.07,652.69,"9,11,490.86","1,38,218.82","8,98,740.31"
38,SNO1000005,15-09-2022 22:25,232.6,230.5,229.5,102.9,145.2,151.2,91.05,91.4,1,0.99,0.99,1.2,1.7,1.5,0.91,1.24,0.66,405,396,401,50,"8,98,736.50",-,"9,11,487.01","1,38,89,896.00",4.6,"9,11,48,697.00",4,1.32,23.8,"1,38,89,896.00",3,"21,083.00","26,581.00",23.8,23.8,3.57,34.28,"8,98,73,633.00",-,23.77,32.99,1,9.49,4,3,6.69,4.49,7.46,652.63,"9,11,487.01","1,38,218.36","8,98,736.50"
39,SNO1000005,15-09-2022 22:22,232.2,229.5,229.6,129,155.9,172.6,104,104.8,0.99,0.99,0.99,1.4,0.9,1.6,0.91,1.16,0.58,405,395,400,50,"8,98,732.11",-,"9,11,482.59","1,38,89,843.00",4.87,"9,11,48,255.00",4,3.44,29.8,"1,38,89,843.00",3,"21,083.00","40,048.00",29.8,29.8,4.86,39.21,"8,98,73,194.00",-,29.6,35.18,2,13.17,4,3,4.05,3.46,4.51,652.45,"9,11,482.59","1,38,217.83","8,98,732.11"
40,SNO1000005,15-09-2022 22:20,231.4,230.3,230.2,125.5,133.2,143.8,91.44,92.1,1,0.99,0.99,0.6,1.2,1.2,0.81,1.22,0.7,407,395,402,50,"8,98,727.98",-,"9,11,478.42","1,38,89,784.00",5.32,"9,11,47,837.00",4,2.55,28.9,"1,38,89,784.00",3,"21,083.00","30,808.00",28.9,28.9,4.32,32.55,"8,98,72,781.00",-,28.81,30.08,1,12.19,4,3,9.33,6.76,9.7,652.65,"9,11,478.42","1,38,217.25","8,98,727.98"
41,SNO1000005,15-09-2022 22:18,231.6,229.1,230.8,134.5,130,138.4,91.62,92.1,0.99,0.99,0.99,1.3,1.4,1.2,1.36,1.23,0.7,407,394,401,50,"8,98,724.44",-,"9,11,474.85","1,38,89,740.00",3.76,"9,11,47,480.00",4,3.42,30.8,"1,38,89,740.00",3,"21,083.00","45,439.00",30.8,30.8,3.32,31.62,"8,98,72,427.00",-,30.68,29.33,1,10.5,4,3,9.33,6.76,9.7,652.65,"9,11,474.85","1,38,216.80","8,98,724.44"
42,SNO1000005,15-09-2022 22:15,231.8,229.5,230.7,145.2,130.9,136.7,94.19,94.6,1,0.99,0.99,1.5,1.6,1.3,0.8,1.29,0.71,407,394,401,50,"8,98,720.43",-,"9,11,470.82","1,38,89,697.00",3.43,"9,11,47,078.00",4,2.67,33.5,"1,38,89,697.00",3,"21,083.00","57,831.00",33.5,33.5,3.43,31.23,"8,98,72,026.00",-,33.4,29.55,2,9.53,4,3,10.28,6.88,10.9,652.79,"9,11,470.82","1,38,216.37","8,98,720.43"
43,SNO1000005,15-09-2022 22:12,231.6,229.7,230.2,138.8,134.4,163,99.28,100,1,0.99,0.99,1.3,1.9,1.5,0.81,1.21,0.63,405,394,401,50,"8,98,716.23",-,"9,11,466.59","1,38,89,648.00",5.41,"9,11,46,654.00",4,2.66,32,"1,38,89,648.00",3,"21,083.00","36,063.00",32,32,4.06,37.04,"8,98,71,606.00",-,31.9,30.34,1,12.13,4,3,8.48,6.18,8.88,652.67,"9,11,466.59","1,38,215.89","8,98,716.23"
44,SNO1000005,15-09-2022 22:10,231.7,229.7,230.3,136.7,127.3,152.6,94.71,95.5,0.99,0.99,0.99,1.6,1.6,2,0.89,1.09,0.74,405,394,401,50,"8,98,712.08",-,"9,11,462.40","1,38,89,598.00",4.74,"9,11,46,236.00",4,4.1,31.5,"1,38,89,598.00",3,"21,083.00","10,070.00",31.5,31.5,3.9,34.7,"8,98,71,191.00",-,31.25,28.76,2,12.74,4,3,9.75,6.39,10.44,652.76,"9,11,462.40","1,38,215.38","8,98,712.08"
45,SNO1000005,15-09-2022 22:07,231.7,229.6,230.1,116.9,142,153.6,93.53,94.3,0.99,0.99,0.99,1.6,1.4,1.5,0.87,1.3,0.64,407,394,401,50,"8,98,708.01",-,"9,11,458.30","1,38,89,546.00",5.77,"9,11,45,825.00",4,3.07,26.9,"1,38,89,546.00",3,"21,083.00","36,131.00",26.9,26.9,4.39,34.77,"8,98,70,783.00",-,26.77,32,1,13.22,4,3,8.26,5.53,8.94,652.59,"9,11,458.30","1,38,214.86","8,98,708.01"
46,SNO1000005,15-09-2022 22:05,232.8,230,230.7,94.5,136.8,150,86.86,87.3,1,0.99,0.99,2,1.6,1.5,0.99,1.32,0.74,406,396,402,50,"8,98,704.14",-,"9,11,454.40","1,38,89,495.00",4.6,"9,11,45,436.00",4,1.96,21.8,"1,38,89,495.00",3,"21,083.00","32,461.00",21.8,21.8,3.67,34.17,"8,98,70,397.00",-,21.77,30.92,1,10.23,4,3,7.49,5.2,8.11,652.5,"9,11,454.40","1,38,214.35","8,98,704.14"
47,SNO1000005,15-09-2022 22:02,233.2,230.8,231,106.6,136.1,147.9,89.32,89.7,1,0.99,0.99,1.6,1.5,1.4,0.86,1.33,0.69,409,396,403,50.1,"8,98,700.33",-,"9,11,450.56","1,38,89,452.00",4.26,"9,11,45,052.00",4,1.65,24.7,"1,38,89,452.00",3,"21,083.00","10,080.00",24.7,24.7,3.59,33.78,"8,98,70,016.00",-,24.67,30.88,1,9.5,4,3,8.13,5.91,8.6,652.64,"9,11,450.56","1,38,213.92","8,98,700.33"
48,SNO1000005,15-09-2022 21:59,233.2,229.8,230.8,117.9,145.3,151.9,94.33,95.2,1,0.98,0.99,1.3,1.4,1.5,0.87,1.32,0.62,408,398,399,50.1,"8,98,696.46",-,"9,11,446.66","1,38,89,405.00",6.62,"9,11,44,662.00",4,2.19,27.3,"1,38,89,405.00",3,"21,083.00","55,919.00",27.3,27.3,4.37,34.32,"8,98,69,629.00",-,27.25,32.77,2,13.18,4,3,10.94,7.52,11.42,652.77,"9,11,446.66","1,38,213.45","8,98,696.46"
49,SNO1000005,15-09-2022 21:57,233.2,230.5,231.3,96.1,139.8,135.5,84.99,85.3,1,0.99,1,1.7,1.6,1.7,1.04,1.24,0.77,407,398,401,50,"8,98,692.55",-,"9,11,442.72","1,38,89,356.00",4.03,"9,11,44,267.00",4,1.28,22.2,"1,38,89,356.00",3,"21,083.00","34,566.00",22.2,22.2,2.93,30.96,"8,98,69,238.00",-,22.22,31.81,2,8.24,4,3,10.51,6.97,11.11,652.75,"9,11,442.72","1,38,212.97","8,98,692.55"
50,SNO1000005,15-09-2022 21:54,233.8,230.7,231.2,124.3,151.8,142,95.59,96.2,0.99,0.99,0.99,1.9,1.8,1.9,0.83,1.08,0.76,407,398,401,50,"8,98,688.66",-,"9,11,438.81","1,38,89,313.00",4.71,"9,11,43,876.00",4,3.82,28.9,"1,38,89,313.00",3,"21,083.00","31,308.00",28.9,28.9,3.79,32.36,"8,98,68,849.00",-,28.69,34.55,1,12.32,4,3,8.9,5.71,9.65,652.67,"9,11,438.81","1,38,212.53","8,98,688.66"
51,SNO1000005,15-09-2022 21:52,234.1,231,230.8,110.3,156,168.9,99.59,100.2,1,0.99,0.99,1.5,1.5,1.7,0.95,1.07,0.6,407,398,403,50,"8,98,684.35",-,"9,11,434.46","1,38,89,260.00",5.9,"9,11,43,441.00",4,1.58,25.6,"1,38,89,260.00",3,"21,083.00","58,033.00",25.6,25.6,4.34,38.41,"8,98,68,418.00",-,25.63,35.55,2,11.82,4,3,4.8,3.37,5.53,652.52,"9,11,434.46","1,38,212.00","8,98,684.35"
52,SNO1000005,15-09-2022 21:49,233.9,231.2,231.8,106.7,162.1,133,91.85,92.3,0.99,0.99,0.99,1.3,2.1,2.1,2.07,0.94,0.78,407,399,402,50,"8,98,680.24",-,"9,11,430.32","1,38,89,214.00",3.78,"9,11,43,028.00",4,3.07,24.5,"1,38,89,214.00",3,"21,083.00","2,799.00",24.5,24.5,3.9,30.46,"8,98,68,007.00",-,24.33,37.05,2,10.76,4,3,6.31,5.31,6.52,652.48,"9,11,430.32","1,38,211.54","8,98,680.24"
